address,addressCity,addressState,addressStreet,addressZipcode,area,availabilityDate,badgeInfo,baths,beds,brokerName,countryCurrency,detailUrl,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData,id,imgSrc,info1String,info3String,isFeaturedListing,isHomeRec,isSaved,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,latLong,list,pgapt,price,providerListingId,relaxed,sgapt,shouldShowZestimateAsPrice,statusText,statusType,unformattedPrice,variableData,zestimate,zpid,builderName,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,streetViewMetadataURL,streetViewURL,lotAreaString,isPropertyResultCDP
"1467 Woodland Cir SE, Atlanta, GA 30316",Atlanta,GA,1467 Woodland Cir SE,30316,1394,,,2.0,3,Southern Classic Realtors,$,https://www.zillow.com/homedetails/1467-Woodland-Cir-SE-Atlanta-GA-30316/35889563_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35889563, 'streetAddress': '1467 Woodland Cir SE', 'zipcode': '30316', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.71368, 'longitude': -84.35211, 'price': 279900.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1394.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 303400, 'rentZestimate': 2250, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 279900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 228900.0, 'lotAreaValue': 9212.94, 'lotAreaUnit': 'sqft'}}",35889563,https://photos.zillowstatic.com/fp/10b65fad91b16fef76a859b149c3a259-p_e.jpg,MLS ID #7177765,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.71368, 'longitude': -84.35211}",1.0,ForSale,"$279,900",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,279900.0,"{'type': 'TIME_ON_INFO', 'text': '13 hours ago', 'data': {'isFresh': False}}",303400,35889563,,,,,,,,,
"1418 Miller Ave, Atlanta, GA 30307",Atlanta,GA,1418 Miller Ave,30307,0,,,2.0,3,RE/MAX Metro Atlanta Cityside,$,https://www.zillow.com/homedetails/1418-Miller-Ave-Atlanta-GA-30307/14478984_zpid/,0.0,1.0,,0.0,"{'homeInfo': {'zpid': 14478984, 'streetAddress': '1418 Miller Ave', 'zipcode': '30307', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.76625, 'longitude': -84.341064, 'price': 650000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 0.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 650000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 388300.0, 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",14478984,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.76625061035156,-84.341064453125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Wo5OARtUAgwwVx7tJu2L3xtIS_I=",MLS ID #7177736,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.76625, 'longitude': -84.341064}",1.0,ForSale,"$650,000",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,650000.0,"{'type': 'TIME_ON_INFO', 'text': '13 hours ago', 'data': {'isFresh': False}}",,14478984,,,,,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=33.76625061035156,-84.341064453125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=UFwwrcXejf6kslzLpH3ZLdMaoeM=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.76625061035156,-84.341064453125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=j2eqKYiPHYDpxUNdT-1UVuyJme0=",,
"2331 Polaris Way SW, Atlanta, GA 30331",Atlanta,GA,2331 Polaris Way SW,30331,0,,,3.0,4,"DRB Group Georgia, LLC",$,https://www.zillow.com/homedetails/2331-Polaris-Way-SW-Atlanta-GA-30331/2059127451_zpid/,0.0,1.0,,0.0,"{'homeInfo': {'zpid': 2059127451, 'streetAddress': '2331 Polaris Way SW', 'zipcode': '30331', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.69163, 'longitude': -84.61878, 'price': 329900.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 0.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_newHome': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 329900.0, 'newConstructionType': 'BUILDER_SPEC', 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 0.0, 'lotAreaUnit': 'sqft'}}",2059127451,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.69163131713867,-84.61878204345703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ujaE6O0CuI2QZgod8IDZKSX5fxk=",MLS ID #7177940,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.69163, 'longitude': -84.61878}",1.0,ForSale,"$329,900",,0.0,New Construction,0.0,New construction,FOR_SALE,329900.0,"{'type': 'TIME_ON_INFO', 'text': '13 hours ago', 'data': {'isFresh': False}}",,2059127451,,,,,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=33.69163131713867,-84.61878204345703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=rtXKgHdGGivYe-oCvzEj231otMY=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.69163131713867,-84.61878204345703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=XBjq8Vy_qDO75t8Lm6d1xxfR1oE=",,
"2044 Wilson Ave NW, Atlanta, GA 30314",Atlanta,GA,2044 Wilson Ave NW,30314,,,,0.0,0,Maximum One Realtor Partners,$,https://www.zillow.com/homedetails/2044-Wilson-Ave-NW-Atlanta-GA-30314/35857726_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35857726, 'streetAddress': '2044 Wilson Ave NW', 'zipcode': '30314', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.752357, 'longitude': -84.4574, 'price': 49999.0, 'bathrooms': 0.0, 'bedrooms': 0.0, 'homeType': 'LOT', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'rentZestimate': 1800, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 49999.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 78000.0, 'lotAreaValue': 0.35, 'lotAreaUnit': 'acres'}}",35857726,https://photos.zillowstatic.com/fp/1490acd2d693577a143c43e63f7f6204-p_e.jpg,MLS ID #7177886,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.752357, 'longitude': -84.4574}",1.0,ForSale,"$49,999",,0.0,For Sale (Broker),0.0,Lot / Land for sale,FOR_SALE,49999.0,"{'type': 'TIME_ON_INFO', 'text': '14 hours ago', 'data': {'isFresh': False}}",,35857726,,,,,,,,0.35 acres,
"887 Mc Daniel St SW, Atlanta, GA 30310",Atlanta,GA,887 Mc Daniel St SW,30310,,,,0.0,,"Gps Property Management, LLC.",$,https://www.zillow.com/homedetails/887-Mc-Daniel-St-SW-Atlanta-GA-30310/35890424_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35890424, 'streetAddress': '887 Mc Daniel St SW', 'zipcode': '30310', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.730686, 'longitude': -84.401985, 'price': 99900.0, 'bathrooms': 0.0, 'homeType': 'MULTI_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'rentZestimate': 1844, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 99900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 66200.0, 'lotAreaValue': 5501.628, 'lotAreaUnit': 'sqft'}}",35890424,https://photos.zillowstatic.com/fp/989f1f3802cafca1982c304809b8bdfe-p_e.jpg,MLS ID #7177832,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.730686, 'longitude': -84.401985}",1.0,ForSale,"$99,900",,0.0,For Sale (Broker),0.0,Multi-family home for sale,FOR_SALE,99900.0,"{'type': 'TIME_ON_INFO', 'text': '15 hours ago', 'data': {'isFresh': False}}",,35890424,,,,,,,,,
"1345 Stirling Ct NW, Atlanta, GA 30318",Atlanta,GA,1345 Stirling Ct NW,30318,1863,,,3.0,2,Berkshire Hathaway HomeServices Georgia Properties,$,https://www.zillow.com/homedetails/1345-Stirling-Ct-NW-Atlanta-GA-30318/88828670_zpid/,1.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 88828670, 'streetAddress': '1345 Stirling Ct NW', 'zipcode': '30318', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.794724, 'longitude': -84.428894, 'price': 530000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1863.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 492800, 'rentZestimate': 2995, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 530000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1676754000000, 'open_house_end': 1676761200000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 470000.0, 'lotAreaValue': 1568.16, 'lotAreaUnit': 'sqft'}}",88828670,https://photos.zillowstatic.com/fp/bb6fdd2455c13b1f6972f3b9114b7b7b-p_e.jpg,MLS ID #7176841,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.794724, 'longitude': -84.428894}",1.0,ForSale,"$530,000",,0.0,For Sale (Broker),0.0,Townhouse for sale,FOR_SALE,530000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-3pm'}",492800,88828670,,1.0,Open House - 1:00 - 3:00 PM,2023-02-18T15:00:00,2023-02-18T13:00:00,,,,
"524 Ivy Pl NE, Atlanta, GA 30342",Atlanta,GA,524 Ivy Pl NE,30342,3856,,,5.0,5,Berkshire Hathaway HomeServices Georgia Properties,$,https://www.zillow.com/homedetails/524-Ivy-Pl-NE-Atlanta-GA-30342/65452324_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 65452324, 'streetAddress': '524 Ivy Pl NE', 'zipcode': '30342', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.86083, 'longitude': -84.36995, 'price': 1100000.0, 'bathrooms': 5.0, 'bedrooms': 5.0, 'livingArea': 3856.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1053300, 'rentZestimate': 7748, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sun. 1-3pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1100000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1676840400000, 'open_house_end': 1676847600000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1387500.0, 'lotAreaValue': 0.468, 'lotAreaUnit': 'acres'}}",65452324,https://photos.zillowstatic.com/fp/8ec58930e2b60994d7e7dc5d2989a6f7-p_e.jpg,MLS ID #7176214,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.86083, 'longitude': -84.36995}",1.0,ForSale,"$1,100,000",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,1100000.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 1-3pm'}",1053300,65452324,,1.0,Open House - 1:00 - 3:00 PM,2023-02-19T15:00:00,2023-02-19T13:00:00,,,,
"Cosmos Plan, Aviary Park",Atlanta,GA,"Cosmos Plan, Aviary Park",30311,1421,,,3.0,3,,$,https://www.zillow.com/community/aviary-park/2061571205_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 2061571205, 'streetAddress': 'Cosmos Plan, Aviary Park', 'zipcode': '30311', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.685146, 'longitude': -84.502914, 'price': 281900.0, 'datePriceChanged': 1672387200000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1421.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'group_type': 'BUILDER_COMMUNITY', 'listing_sub_type': {'is_newHome': True, 'is_openHouse': True}, 'openHouse': 'Sat. 8-8:30am', 'priceReduction': '$5,000 (Dec 30)', 'priceSuffix': '+', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 281900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1676736000000, 'open_house_end': 1676737800000}, {'open_house_start': 1677168000000, 'open_house_end': 1677169800000}]}, 'priceChange': -5000, 'providerListingID': '29828192', 'newConstructionType': 'BUILDER_PLAN', 'isNonOwnerOccupied': True, 'isPremierBuilder': True, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 3XQIDY'}}",2061571205,https://photos.zillowstatic.com/fp/2a1fa56274f71c2f7479f38d26cfb7d7-p_e.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.685146, 'longitude': -84.502914}",1.0,ForSale,"$281,900+",29828192,0.0,New Construction,0.0,New construction,FOR_SALE,281900.0,"{'type': 'OPEN_HOUSE', 'text': 'Open: Monday-Saturday: ...'}",,2061571205,Starlight,1.0,Open House - 8:00 - 8:30 AM,2023-02-18T08:30:00,2023-02-18T08:00:00,,,,1.0
"1443 Mozley Pl SW, Atlanta, GA 30314",Atlanta,GA,1443 Mozley Pl SW,30314,2278,,,3.0,5,"Easy Sell Realty, LLC",$,https://www.zillow.com/homedetails/1443-Mozley-Pl-SW-Atlanta-GA-30314/35843872_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35843872, 'streetAddress': '1443 Mozley Pl SW', 'zipcode': '30314', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.751484, 'longitude': -84.43469, 'price': 464900.0, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 2278.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 397700, 'rentZestimate': 2799, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 464900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 263400.0, 'lotAreaValue': 8929.8, 'lotAreaUnit': 'sqft'}}",35843872,https://photos.zillowstatic.com/fp/5144bde96ebea5980d0c41885dee0446-p_e.jpg,MLS ID #10132152,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.751484, 'longitude': -84.43469}",1.0,ForSale,"$464,900",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,464900.0,"{'type': 'DAYS_ON', 'text': '1 day on Zillow'}",397700,35843872,,,,,,,,,
"1951 Akron Dr SE, Atlanta, GA 30315",Atlanta,GA,1951 Akron Dr SE,30315,1025,,,2.0,3,Vin & Rosh Realtors,$,https://www.zillow.com/homedetails/1951-Akron-Dr-SE-Atlanta-GA-30315/35887354_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35887354, 'streetAddress': '1951 Akron Dr SE', 'zipcode': '30315', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.700867, 'longitude': -84.35258, 'price': 249990.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1025.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 230900, 'rentZestimate': 1500, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 249990.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 187100.0, 'lotAreaValue': 8755.56, 'lotAreaUnit': 'sqft'}}",35887354,https://photos.zillowstatic.com/fp/bf883a703adb6778f7179dd0d86bb354-p_e.jpg,MLS ID #20104246,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.700867, 'longitude': -84.35258}",1.0,ForSale,"$249,990",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,249990.0,"{'type': 'DAYS_ON', 'text': '1 day on Zillow'}",230900,35887354,,,,,,,,,
"1105 Highland Bluff Dr SE, Atlanta, GA 30339",Atlanta,GA,1105 Highland Bluff Dr SE,30339,1462,,,2.0,2,EXP Realty LLC,$,https://www.zillow.com/homedetails/1105-Highland-Bluff-Dr-SE-Atlanta-GA-30339/69332333_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 69332333, 'streetAddress': '1105 Highland Bluff Dr SE', 'zipcode': '30339', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.889004, 'longitude': -84.45226, 'price': 310000.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1462.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 285400, 'rentZestimate': 2198, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 310000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 194660.0, 'lotAreaValue': 0.669, 'lotAreaUnit': 'acres'}}",69332333,https://photos.zillowstatic.com/fp/955c75567d3be92aaa6c7afadb042c84-p_e.jpg,MLS ID #20104309,https://photos.zillowstatic.com/fp/0cb94cd8ded4a691f746b2119208ab23-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.889004, 'longitude': -84.45226}",1.0,ForSale,"$310,000",,0.0,For Sale (Broker),0.0,Condo for sale,FOR_SALE,310000.0,"{'type': 'DAYS_ON', 'text': '1 day on Zillow'}",285400,69332333,,,,,,,,,
"143 Walnut St NW, Atlanta, GA 30314",Atlanta,GA,143 Walnut St NW,30314,1405,,,2.0,4,RE/MAX Metro Atlanta Cityside,$,https://www.zillow.com/homedetails/143-Walnut-St-NW-Atlanta-GA-30314/35889872_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35889872, 'streetAddress': '143 Walnut St NW', 'zipcode': '30314', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.75854, 'longitude': -84.40611, 'price': 435000.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1405.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 435000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 293000.0, 'lotAreaValue': 5113.944, 'lotAreaUnit': 'sqft'}}",35889872,https://photos.zillowstatic.com/fp/0eaa5b4dc6f9930c7f53692849eb1b51-p_e.jpg,MLS ID #7176615,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.75854, 'longitude': -84.40611}",1.0,ForSale,"$435,000",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,435000.0,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': False}}",,35889872,,,,,,,,,
"650 Simmons St NW, Atlanta, GA 30318",Atlanta,GA,650 Simmons St NW,30318,1483,,,3.0,3,RE/MAX Metro Atlanta Cityside,$,https://www.zillow.com/homedetails/650-Simmons-St-NW-Atlanta-GA-30318/35833599_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35833599, 'streetAddress': '650 Simmons St NW', 'zipcode': '30318', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.772484, 'longitude': -84.420456, 'price': 410000.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1483.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 410000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 84800.0, 'lotAreaValue': 6298.776, 'lotAreaUnit': 'sqft'}}",35833599,https://photos.zillowstatic.com/fp/dfd0f914c0c807515c0122b00ff359cc-p_e.jpg,MLS ID #7174656,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.772484, 'longitude': -84.420456}",1.0,ForSale,"$410,000",,0.0,For Sale (Broker),0.0,House for sale,FOR_SALE,410000.0,"{'type': 'TIME_ON_INFO', 'text': '6 hours ago', 'data': {'isFresh': False}}",,35833599,,,,,,,,,
"1150 Hubbard St SW, Atlanta, GA 30310",Atlanta,GA,1150 Hubbard St SW,30310,,,,0.0,,"Real Time Realty Of Georgia, LLC.",$,https://www.zillow.com/homedetails/1150-Hubbard-St-SW-Atlanta-GA-30310/35891070_zpid/,0.0,1.0,1.0,0.0,"{'homeInfo': {'zpid': 35891070, 'streetAddress': '1150 Hubbard St SW', 'zipcode': '30310', 'city': 'Atlanta', 'state': 'GA', 'latitude': 33.723534, 'longitude': -84.40222, 'price': 265000.0, 'bathrooms': 0.0, 'homeType': 'MULTI_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 261700, 'rentZestimate': 1691, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 265000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 249800.0, 'lotAreaValue': 5924.16, 'lotAreaUnit': 'sqft'}}",35891070,https://photos.zillowstatic.com/fp/bdc43277486c935472e60ce213608422-p_e.jpg,MLS ID #7178170,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'latitude': 33.723534, 'longitude': -84.40222}",1.0,ForSale,"$265,000",,0.0,For Sale (Broker),0.0,Multi-family home for sale,FOR_SALE,265000.0,"{'type': 'TIME_ON_INFO', 'text': '7 hours ago', 'data': {'isFresh': False}}",261700,35891070,,,,,,,,,
